Comment,Abusive
tq broo,No
tqsm bhaii,No
,
,
.saitejagoud,No
,
,
,
Gadwal yokka kaceri,No
poo raa venkat MI pilla pillustundi,No
𝑯𝒂𝒎 𝒕𝒆𝒓𝒂 𝒃𝒊𝒃 𝒕𝒆𝒕𝒆 𝒎𝒂𝒌𝒊 𝒄𝒉𝒐𝒅𝒂 𝒔𝒂𝒌𝒔𝒕𝒉𝒆𝒂,Yes
,
,
chettha puka ne voice lane undi ra puka,Yes
𝕊𝕙𝕒𝕟𝕜𝕒𝕣 𝕕𝕒𝕕𝕒 𝕄𝔹𝔹𝕊 𝕠 𝕒𝕒 𝕡𝕦𝕦 𝕜𝕒𝕒 𝕡𝕦𝕦 𝕜𝕒𝕒,Yes
,
,
,
Karma  🏻,No
Ni thappu em ledu ra babu Nene bore kodthundi ani insta open chesa katham tata bye bye,No
,
Babu arey ista vaalu prashanthaga vundaali ante veedni eliminate cheyyandi,No
,
,
Ooo haa oo ha oo ha     puka puka puka,Yes
Gadwal singer: Iron ye vanchala enti,No
Oyo ku vastava lange,Yes
Edhekkada mash-up raa babu,No
Me Anna puku,Yes
,
,
Uuuha uuuha gu kha,Yes
,
,
Arey lanjakodaka manchi songs ni gabu chayaku ne paka lanjakoda ka,Yes
,
,
Aara langodaka naku pane lada ra,Yes
,
Remix gajjiii,Yes
,
Avara nuvvu intha talented ga un av,No
,
,
Song 🎵,No
Ussey Kya wa chut mera analsindi ve nuvvu!!,No
Harsha trying to sing,No
,
,
Dengey ra ra MBBS,Yes
,
,
Chada mingadanki putuv ra Moogodu la puta valsedni,Yes
,
Cenimalani hit avthayi vede patalaki,No
Phone ostundi chusuko ra mundu,No
,
,
Arii puka,Yes
Yerri pooka,Yes
Lanja na kodaka,Yes
Rey appandi raa Psycho lekka orlutunnaduv,Yes
చెక్క నా కొడకా,Yes
ಲೇ ಇಕಿನ ಕೊಲ್ಲಬೇಕು ಎಷ್ಟು ದುಡ್ಡು ಬೇಕಾಗುತ್ತೆ ಹೇಳು.,Yes
Ivlu mado performance ge kolbeku anta ogiroru return bartare kano,Yes
,
Ranu dhengey,Yes
,
urgent gaa aa remix appu ra stupid.....,No
Malli vachava bro,No
,
Nee mukham ki teluge ardham kaadu hindi okati picchi fulka,Yes
గుద్దలో కరెంట్ పెడతా పిల్ల పూక సాంగ్స్ అన్ని చెడ దెంగావ్,Yes
Time to click not interest for this channel,No
Puka,Yes
Saved for alarm so that I will wake up 20 mins before,No
,
Bad,No
రమ్మంటే రావాలి ఏంటి,No
anti bro antha mata anukunnav,No
Nuvu madha gudavalaya gudavalya,Yes
Nii puku nu dengutha raa raa,Yes
Bro ticket avsaram ledu direct vellipotav,No
Call Lift chey ra tamudu,No
madagadu,Yes
me tammudu dorikinadu rooo,No
vidikante mi anna ne better ra,No
,
Sulla girra pukaaa,Yes
,
Pov: my friend on annual day,No
,
baledhu bhayya,No
singer,No
Itz a perfect time to delete my Instagram,No
Majjilo doodh antadu enti bro?,No
Mashup mess up,No
Kindly gv award to the camera men who shooted this,No
.n__,
,
,
Elanjakoduku avadue lanjakoduku avadu,Yes
Good brother all the best,No
,
,
Nuvvu ni pilla kutha songs..,Yes
is tat u.?,No
.s_ y bro y  🏻,No
take a closer look,No
Sakuthey,No
Reirei vedini avariyna aapandraa,No
,
Ianjodakaa moodagudu,Yes
,
nuvvu reel ni last varaku chosava broo,No
When u eat all food items mixing each other next day bathroom scenario,No
.venukumar.9889,No
Who came to read the comments like button,No
,
Thera Choot podna. Appudu Sakkaga ithav.,Yes
,
,
Neku  🏻 🏻,No
New method for suicide is unlocked,No
,
.chukka.5249        .carrey.0509  .sanni.94,No
Evarra nuvvu...Intha talented enti bro...,No
.k__ neeku kavalsina vaadu,No
,
Same to samee,No
Gay,Yes
Oo nee Abba apararaeyyy...,No
.__bandla__,No
Bro nenu uri vaskinta,No
just like u ra THE GREAT singer,No
but not more thn u raa,No
,
,
guddha meedha thantha lavadey key baal,Yes
mee tammudu video lo tag chesina ani feel ayitunnava puka,Yes
Ra lafut na Koda ka nuvvu ni thi** p** k songs,Yes
Modda gudura aripuka,Yes
"Blade, knife ,  ",No
,
bsdk,Yes
Dawada mida denguta ra nuvu kanipinchagane next minute raasi petuko,Yes
,
,
Apara daridruda,Yes
I am not understanding why are you discouraging the persons OK his voice is not good but he is feeling confident. If you can't encourage them just shut your mouth and sit.I usually doesn't reply for the comments by reading this disgusting comments I am replying.Please it's his life we can't judge why are you thinking negative just try to think positive.,No
Nethi pagilpothundhi...ra babu ne reels chusthunte....adhi nto na feed lo motham neeve achi sasthunay,No
Who are you man,No
,
,
,
,
,
Akka super,No
Ninnu uppal Balu gadi tho dengiyali,Yes
,
,
,
Telegeee radhu hindhi endhuku last song iethe,No
Bro playing anthakshari with himself,No
,
Yaavo evella,No
Kyaaa chutyaa log haii yaaar,Yes
Cringe ki care of address mowa nuvvu,No
Narakam ra sami,No
,
naku ee bhu lokam lo inka pani ledhu bro,No
i am leaving to mars,No
,
.v.goutham23    already ichinaru mawa,No
,
Nee gudha lekka undhi ra,Yes
Chala Baga padav,No
Remix,No
naa moddalo gossa nenu verey planet ke dengestha bro,Yes
,
,
Re evarra nuvvu,No
Nuvvu first insta delate chai rah pukka Lada denguta vochi,Yes
,
Barthu,No
Varthu Varma Varthu  ....,No
poo,No
,
Sache poora pullka,Yes
69 anta bor,Yes
Hu ha na puka na,Yes
,
Evarra meerantha,No
,
,
suli cheku,Yes
🏻,
Chaka sala u like at girl,Yes
Naakoo gun istara,No
Urgent ga MUSK mowa ki call chesi Mars ki rocket ready chesi petamanli,No
,
Veediki kuda like vasthunay,No
Anna oddanna baymesthundhi,No
Mashup Anna word ni chda degyaru kada ra,Yes
,
Osey pathikatla Bach dimmer,No
enjoy best mashup,No
lwdey ka mashup,Yes
Ayiyyoo yavano evanu,No
,
,
Super akka,Yes
,
Lanja monda dengey lucha,Yes
Moda guruvu,Yes
,
Aapava pls...inkeppudu reels chudanu.,No
,
,
,
,
,
.santhu.77,
,
,
,
,
.v.goutham23,
,
,
,
𝐄𝐫𝐫𝐢 𝐩𝐮𝐮𝐤𝐚𝐚,Yes
Fuckkkkkkkkkk dangayyyyy,Yes
nvuu super raa bittuu,No
,
.v.goutham23,
Chi op raa nanu ranu ra babu,Yes
,
ni mute mida eavadu dangadu ra lanjakoda,Yes
20 neeku phonepe chesta first instagra delete cheyra,No
Are manchi manchi patalanu endhuku ra galees chestav,No
Ultra Hijda Pro Max,No
Miyam puku,Yes
Hengey ra babuu Nv Mars ko ekkadiko,Yes
Reyy idhi emi jukebox ra,No
rah ni gothulana moddda,Yes
Oh i well go up,No
,
,
Bahenchod kon kon ajate hai Instagram par ab se interview Leni padegi,Yes
,
Ne amma chatha na kodka modda gudu gudda muskoni school ke dengay school agadengi patal padutunav dengay,Yes
Nenu Mars mingesta Avaraina osta ante like kotandi,Yes
Arjit singh be like,No
,
Edhi mashup ani matram chepodu,No
Nmn sule magane shata teriya kelsa ellva,Yes
Otha paithya Kara ku,Yes
Notla sully petkoo ra babuu,Yes
It hurts more then breakup,No
నిజమే రా వద్దు అంటుంటే insta install చేయటం నా తప్పు.,No
Karnataka deepika na kone tamma ivne,No
Hogo gandu sula this,Yes
Kojja na koduku la vunnadey veedu,Yes
Aids patient LA unnav broo okasari test cheyinchuko,Yes
Dandam ra dhutha...nuvu entha takkuva possible aithe antha takkuva paadu bro,No
,
,
Inkoka sari padav anuko champestha,No
,
._,
The word he pronounced jud i heard chuth at first,Yes
,
ur daddy,Yes
,
Enti broh Antha mata Annavu,No
,
A ra puka,Yes
,
MBBS ?,No
,
,
Super akka,
,
,
Nenu narakanike velthuna,No
Ko,No
Orey chekka,Yes
Ostha,No
Arey o lamdi lanjodukaa,Yes
Da da da da,No
,
insta ante virakthi vacchindhi,No
Ninu nenu kutha Bala kodatha,Yes
,
Emi balaraju emi ra ni vala Dheshaniki adhi ayina pani chesko ra bekuf,Yes
,
Arey lanjodaka inko sari nuv patalu padaku raa,Yes
.___,
,
"Good try   Don't try,  🏻",No
,
.21 aaah ninkk ullathum therraattoo,No
Chakka,Yes
Ni akka Bochhuga,Yes
Kooja,Yes
Madda kudu,Yes
Ianga,Yes
Langa,Yes
Remixx,No
,
,
Apatlo .. manam padina patalu. Edi vastey adi mixing kotedi,No
Talent ni tokkestunnaru bhayya,No
Navvu agadum ledhu bhaiyya,No
La. La*# lele Mera,Yes
Ni notlo na madda,Yes
koja maddgadu,Yes
Wah wah anna super singers lo auditions jaruguthunnai try chey okasari,No
,
Dj mathe remix mad avr kelsaa bedroo anna bandh avree,No
Me Ava puka naku,Yes
,
RI enti broo idhii,No
Lotta kandum poyi,Yes
,
@,
,
.darshanis,
𝓢𝓾𝓹𝓮𝓻,No
,
overacting chakku,Yes
అసలేం అనుకుంటున్నావు నీ గురించి నువ్వు,
uff,No
Aa kuchi ne madaha petti dhengtea nee aa medal,Yes
Plz instgram delete madu plz,No
Notla modda petko,Yes
,
,
.sanjayy.____,No
REMIX SONGS,No
Seruppu   lost 2 im,No
,
,
sav er und,No
,
Doodd Mera antra hooka...,Yes
ee reel chuska insta delete chesi chadvalne anipistundhi,No
Unbeatable remix,No
I love the ideas,No
Para,No
Pooka,Yes
,
Ni. Ammma pukki,Yes
Langidka denge,Yes
Thuu ni bathukuloki naa kama dalai petta,Yes
,
,
Neynu ranu mingey,Yes
,
,
.ooh kon yaad aare isse,No
kon...,No
.ooh woh bhains..??,No
" .ooh are ""dj tillu""   ",No
,
,
Big fan Anna,No
Naku oka gun kavalayya    mundhu e nakoduku ni vesi dengutha,Yes
Madda pdentu vinde ra palla puka,Yes
.reddy,No
Gubbala  ._nawab_._zaade_._ da da da,No
Ar o lovada,Yes
𝒦𝓀𝑜𝑔𝒾𝒶 𝓃𝒶 𝓀𝑜𝒹𝒶𝓀𝒶,Yes
𝐻𝒶𝓋𝒶𝓁𝒶,Yes
Da da da Shankar dada mbbs,No
Kukagha,No
,
,
Aaattttt sindhaaaaarrrrr,No
,
Ora donga fuka dengai ekkadikainara puka,Yes
are bhai ap kinner ho ky,No
Ley evaru ra puka,Yes
Apu ra swami,No
Edhi ekkada mass mashup mava,No
Kurchini madthavetti d........ Med......,Yes
,
Dha dha anti raa,No
Ne yamma pukhu,Yes
Anna 3 song bagundi,No
Adrespettu ra na sulliga,Yes
,
,
Telugu ayipoindi hindi songs kuda padthunava nvvu,No
Madda gudu lanja da oo sorry nuvvu boy va,Yes
Aaa kurchi ni madathapetandi ra fast ga,Yes
TRUE,No
Kojja lanja,Yes
bruh nakokati discount lo ...,No
,
,
Arey everu raa meru antha,No
Nvvu ne moddalo voice uuu sampi denguthunnav ra andarni,Yes
,
NV dha dha ante vachi gudda pagaldenguthaa pukkaaa,Yes
em remix babu,No
Rye thala noppi ga undhi plzz raa aapesey.lekuntey sachipootha,No
,
Evaraina ee abbai id share cheyyandi please,No
,
"Bro next eh desham lo earth quake or thufan poni psunami undo chepthe nen potha 
 
 Karma ra babu elantolanni share chesi chesi encourgae chesi akarki ah TV pedthe kuda vede unadu  🏻    🏻   ",No
What is his name,No
.v.goutham23 bayapadaku mama manam ee lokanni vadhili vellipodham,No
.panthagani_12,No
._.16 sry mf,No
Nuvvu Songuuuu Chedhaa Deyngavuuu,Yes
Real life giyan,No
pora go,Yes
Delete chayra babu,No
free GA papiddam,No
Y,No
,
bokkalo confidence ra adhi,No
ᴀʀᴇy ʟᴏɢᴀ ʟᴀɴɢᴀᴋᴏᴅᴀᴋᴀᴀ,Yes
Vachanuko notlo suli Pete kudutha,Yes
Under ground ticket price enta bro,No
Midgu,Yes
nuvve,No
Every voice in kamparangam,No
Nuvu first insta delete chay raa puka,Yes
,
Mindrimagane,Yes
,
Nen ran dengey,Yes
,
Super talent sister,No
Ko ko ko ko kojjoda,Yes
Orey pichi puka appara,Yes
,
Sorry broh! Thelika install chesa instagram...delete chesestha ley bro.....,No
,
Lanja koraka,Yes
Paku,No
,
Tourcherra nuvvu,Yes
ఉకో ర అరేయ్ చోద్ తెర అంటారు జనాలు,
mental aaaa,Yes
Orey Tum hi ho ni modda Kudipinav kada ra AA kurchini madthapetti Denguthe medal Eripovali nidhi,Yes
Yavvadra nuvvu intha talented ga unnavu,No
Amma pH chesthundi gu...a mus....I intiki vellu,Yes
Ah kurchi ni madatapeti mingite,Yes
pilustunadu ga vellu,Yes
Ee channel pettinodini analo,No
,
voice ini nuve ankuna venne,No
kallu dhobbaya?,Yes
voice kallu tho inlem ga,No
Gudalo petukuko ra babu song,Yes
Ree tadaga,No
,
fo pilustadu kada,No
pora,Yes
manaku free bro,No
,
,
Are too sulliga,Yes
,
Aa o mei chodhunga,No
,
,
Rey tum hii ho padavu anukoo dengutha suliga kojja ooda marpichukoo,Yes
Sooo funny jokes songs,No
,
Vidya vox kuda panikiradu,No
Dheeni song kooda antara,No
Elon mama aithe thakuve thiskuntad bro ticket ki,No
,
.chinthala ne tammudu,No
"Nuvvu minge ayya , nuvvu ekkadikina minge ayya  ",Yes
Narakaniki ticket    entha bro,No
,
Chakkkaaaaa,Yes
,
Heyy naaye,No
Arey koja laja kodaka reels apara,Yes
Ray donga lngdk Nek nee sarlu cp aa li raa super singer loo ki vellamani,Yes
,
,
,
,
Inka nayyam ra ayya chuth mera anale,Yes
",,    ,,,,,,,,,,,",
Dey Dey,No
,
Hidden talent which should be kept hidden only.,No
,
,
,
Pichi lanjokoduka ani anadame thappa chudadam idhey first time,Yes
,
,
bro nak kuda oka ticket book chey,No
,
same voice,No
Nako gun ittara  🏻,No
,
,
Ninjadoka,Yes
Intha sapost ah,No
,
Dislike button,No
Née song vene thamana hure vesukovali ra loveday,Yes
Da da naa Mada gudu,Yes
Ayya em jukebox..vinte chanipotaru..,No
,
Rey erri puka,Yes
నీ వీడియోస్ నాకు రాకుండా ఉండాలంటే ఎం చేసి సచ్చుడు,Yes
Inkokasari padaku chinna pls maari bagaledhu mi voice andhuku cheppu andhari thoo annipinchi anukovadan,No
Evan tayoliii thanne,No
Dengey raa pichi pukaaaa,Yes
0.5,No
,
,
Chee niyamma jeevitham,Yes
,
Famous ayndu ani show dhe****thundu,Yes
vaadne pampinchedham..bhoomike bhaaram vaadu,No
Bro call vasthundi chudu,No
Nevu patalu cheda gundau,Yes
,
,
Nee lover aa vaadu,No
kadhaaa! Champelaa unnadu veedu   em ledhu veedini singer chesthe assal aagadu,No
Lovade firt insta delete chat ra nuvvu magavada leka aadadani va leka mix,Yes
,
Mashuppp,No
,
._.muttevi,No
Ham tere Bina ab rehanisaktha (chut thera) 🎵🎶🎵🎶🎵🎶🎵🎶🎵,Yes
haa,No
,
,
Doodh mera,No
mi dp lo vunna pic dhiga tym lo nenu vundalisindhi.. anni diamond s kindha padipoyinayo chee..antha bagundhi mi smile.,No
Malla vadi mohaniki TV lo vasthadu anta ga insta lo sari podhu anukunta TV lo kuda anta chii..,No
Miku antha nachindha a voice or mixing song..,No
asalu lasthey ga padukoniki vadiki..,Yes
ledu,No
Amo mari inka eaii eaii anta vallaki support chayaniki voka army vundhi amo ani bhayam ayindhi..   asalka chasthunav reels open chayali anta,No
,
,
nen paadukovadam gurinchi chepthunna,No
Erripuku lanja kodku vidu,Yes
Follow chesevalaki manaki buddi Undali mundu prati vidi kukkalni famous chestunnam,No
,
🏻,
,
Phone tiyyi ra ayya yevaro chestunnaru,No
,
mana middle claas vallam ticket konalem bro,No
His id please,No
Evadu raa vidini thechendhi,No
,
Bro moon meedha ki velthunna . Natho kadhu ivvi Anni,No
Arijit Singh wants to know your location,No
Rip,No
Anti ra maku ee lavada gola,Yes
,
Evadra nv asqui 2 song enduku vachindi ra.....Ninnu em chesina tappu kadhu ra,No
Vasthe needhi palagodtha ra rammantava roju nee go la entrance Sa le,Yes
"Adhantha sare kaani majalo ""tum hi ho"" song ni endhuku kalipinav ra  🗡   .62",No
"  adhi nenu ninu adagali ra unga, vadu mi thamudu gara",Yes
.62 Ni thamudu naku kuda thamude aithadu ani prathi Dani itla chudalem... Control la petuko mi thamudini,Yes
,
,
Vaddhu levayya,No
నెన్ రాన్ దెంగేయ్,Yes
Manchidhi,No
Confidence levels ante enti meaning enti ?,No
Nen chandrayan 3 dagaraki vellipotha  space ship thayaru chesukunta,No
Reyy ni amma edi ami Remix ra arrihook,Yes
Rip for who r promoting or viral him,No
Nee guddala naa sullli ra errri pooooka 🏿 🏿 🏿 🏿   🏿  🏿  🏿  🏿,Yes
,
s,No
కొంచెం ఎక్కువైనట్టుంది నోరు ఉంది కదా అని ఏది పడితే పాడగలరు ఇక్కడ మాకు కళ్ళు చెవులు వాసిపోతున్నాయి,
nen kuda bengestha mowa,Yes
kathalu denguthunnarra comments peduthu dengutunnada mimmalni ni lanjakodukara vaadi bathuku vaadidhi mi puku noppa mee gudda lo madda,Yes
Last lo nuvvendhuku ra navvuthav ninnu chusi memu.kadha navvalsindi,No
.gosala.1,No
avaridi variki vuntadi,No
Nu maku vaddooyya,No
Remix    refits,No
Veedu big boss ki vasthe,No
re endhi ra mak ee 10guudu,Yes
Train lo padevalu gurthuvacharu,No
వీడు ఒక పాట పాడితేనే వినలేము    అలాంటిది బ్యాక్ టు బ్యాక్ సాంగ్స్ పాడుతూ మనల్ని సంపుకు తింటున్నాడు వీడు,No
Enni Enni Enni Enni dharunalu sir.......,No
,
,
Phone voesthundhi ra puka,Yes
,
Bittu padathu ku dubbing panna po,No
,
Enti mummy evadu eadu,No
,
naak okati annaya  nenu vundanu bumi medha,No
Pichi pukudu bhaiya,Yes
Bro meerandharu Ila veedni troll chesi entha la famous chesaru bro,No
,
Idi ekkada mash-up ra nayina,No
Aa kurchini Martha peti dengute medalu virugutai ........aapudu gani nuvu agau,Yes
Gutha musumo ra babu,Yes
,
Nee gonthulnaa dhadu,No
,
Mendal punda,Yes
Sweccha jeevi,No
A lavdya bad kr,Yes
Yavarrra mirantta,No
Arjit singh crying at the corner,No
Areyy areyy    Vediki unna Confidence lo 1% unna manaki Lyf setuu  🔪,No
Rey avadra madyalo annaki cl chesthundddi salea ....anna busy ga unadu ... distrub cheyaddu ...,No
.maddyy,No
Oreyyy...nee yadhava kaaki gonthesukoni entraa maaku gola...da da da da entraa kollani 🐓pilusthunnaava..orey thonda mokomoda,Yes
Nigudha,Yes
Rey Rey endhi ra idhi,No
ac or non-ac aah just confirmation kosam,No
Dengutha ra modda,Yes
,
Mada godu,Yes
Instagram use chestunna vala andarini chapdaniki fix ayyav anukunta,No
Ni gudhha ra,Yes
,
.santhu.77,
Bro kodhiga vadi num vunte patatandi bro vasayali na koduku ni,Yes
Orr ni Abba apararee,Yes
Oh lanjakodka,Yes
Arey lanjodkaaa patala ezath thiyyak rah lsulligaaa,Yes
,
Orey lanja yedho oka song padi dengicho ra thingari lanja,Yes
నిన్ను అనడానికి లేదు రా... నిన్ను ఇలా తేడా గాడిలా చేసిన మీ అమ్మ ని అనాలి రా. లుచ్చా ఎందుకురా దెంగుతున్నావ్ ఇన్స్టాలో,Yes
Vasthandu agu,No
Veripuka,Yes
Veripuka,Yes
Nuvvu  kadu nayana  memu siggu     padaali insta  ekkichinamduku,No
Ninnu deggudha nv malli songs padithe,Yes
E madhya ento mawa phone speaker poyinattu undi manchi manchi songs Ani kuda ela apudu apudu darunam ga vinipisthunayiii,No
Manchi mechanic ki chupinchali mawa,No
,
Yavadu mammy vidu,No
,
._.007,
,
,
.santosh,
,
Thuu buffot,No
Madda guduu,Yes
full aipoindhi bro space ledhu. Better luck next janma,No
,
"If anyone is feeling failed in life, depressed watch him. You will definitely get motivated in mind  ",No
_____ migichoku,Yes
Kojaa,Yes
,
,
Last lo aah smile vundhi chuudu…..,No
Nenu ranu raaa Nen Alantivanni kadura pakkaki po ra pulka ....,Yes
Maku enti e karma raaa babu,No
,
,
Dhadha Ani patanu sava dengaaku rah sulli gaa,Yes
Go and do that,No
,
Rey rey,No
The Mashup no body asked for,No
Rey evvvaraa meranthaaa..,No
Kurchi madta petti ..,No
.moulindra._ ... Savaka kacheri .. vini anandinchu .... Savakoo savaka,No
.maguluri,No
Ninnu paadi insta lo post chey ani cheppinodni dengaali pattukoni,Yes
Pechodaa nu prefect paduu,No
enti raa idiiii,No
Evadra nuvvu ne ayyya dengey bey,Yes
Nuvvu ni pichi p patalu,Yes
